,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,REGION,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATVRMID,SATMT25,SATMT75,SATMTMID,SATWR25,SATWR75,SATWRMID,ACTCM25,ACTEN25,ACTMT25,ACTWR25,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,PCIP11,PCIP14,PCIP15,PCIP26,PCIP27,PCIP40,PCIP41,CIP11BACHL,CIP14BACHL,CIP15BACHL,CIP26BACHL,CIP27BACHL,CIP40BACHL,CIP41BACHL,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,DEP_INC_AVG,IND_INC_AVG,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,MALE_RPY_5YR_N,FEMALE_RPY_5YR_N,MALE_RPY_7YR_N,FEMALE_RPY_7YR_N,FEMALE,UGDS_MEN,UGDS_WOMEN
4913,Hairitage Hair Academy,Saint George,UT,84770-0000,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,7,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,,10186.0,,,,,,0.9804,,0.967,,,,,35327.809524,7636.4615385,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,0.0156,0.9844
4914,Houghton Lake Institute of Cosmetology,Houghton Lake,MI,48629-9702,,2,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,,,,,,0.6,,0.5769,,,,,18422.611111,9168.8571429,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,0.0,1.0
4915,Arizona College-Glendale,Glendale,AZ,85302,Accrediting Bureau of Health Education Schools,3,1,2,3,6,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,26844.0,,15110.0,15110.0,2573.0,1.0,,0.5917,,0.5836,,,,,32465.908289,18689.572593,9449,9392,1088,229,177,932,53,432,0.8565466875,0.1781,0.8219
4916,Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,43420,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,12017.0,,,,,,0.7778,,0.8727,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,0.5,0.5
4917,House of Heavilin Beauty College-Raymore,Raymore,MO,64083-9195,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,4,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,19007.0,,,,,,0.7143,,0.6829,,,,,38384.793103,11850,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0909,0.9091
4918,Living Arts College,Raleigh,NC,27614-7076,Accrediting Council for Independent Colleges and Schools,1,1,3,3,5,10.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,29628.0,,16780.0,16780.0,2921.0,0.6765,0.6346,,0.6392,,0.7561,0.5455,0.5,,43852.744444,19640.84669,11873,14307,476,282,316,366,338,83,0.7280513919,0.3867,0.6133
4919,New York Conservatory for Dramatic Arts,New York,NY,10011-4225,National Association of Schools of Theatre,1,2,2,3,2,-3.0,4.0,1.0,,0.856,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,50814.0,,31200.0,31200.0,4118.0,1.0,,0.6627,,0.6052,,,,,70580.591743,20649.078947,12000,12000,151,116,126,126,110,110,0.59765625,0.4336,0.5664
4920,Eastern International College-Jersey City,Jersey City,NJ,07306,Accrediting Commission of Career Schools and Colleges,2,2,2,3,2,10.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,24513.0,,21225.0,21225.0,5417.0,0.6458,0.875,,0.9011,,0.75,0.8824,0.8947,0.8,40074.516949,26655.012146,16499,15950,338,31,88,592,75,434,0.8712328767,0.0529,0.9471
4921,Academia Serrant Inc,Ponce,PR,00717-1568,Accrediting Commission of Career Schools and Colleges,1,1,1,3,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,,9972.0,,,,,,0.8286,,0.8044,,,,,10170.973558,5079.5572289,PrivacySuppressed,PrivacySuppressed,,,,,,,0.4973262032,0.4951,0.5049
4922,Champion Institute of Cosmetology,Palm Springs,CA,92264,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,8,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,,20151.0,,,,,,0.5625,,0.5833,,,,,16953.666667,11696.318182,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1176,0.8824
4923,Pacific College,Costa Mesa,CA,92626,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,3,8,10.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,,21060.0,,,7419.0,,0.7448,,0.7268,,0.6327,0.6,0.8015,0.7885,31545.33871,38471.622642,16919,18459.5,328,57,81,297,47,241,0.9026315789,0.119,0.8809999999999999
4924,American College of Healthcare,Riverside,CA,92505,Accrediting Bureau of Health Education Schools,2,1,1,3,8,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,17626.0,,,,,,0.7326,,0.7464,,,,,28866.80597,11230.450135,9500,9500,536,134,55,243,PrivacySuppressed,PrivacySuppressed,0.8513986014,0.2464,0.7536
4925,Compu-Med Vocational Careers Corp,Hialeah,FL,33012-4861,Accrediting Commission of Career Schools and Colleges,2,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,,13552.0,,,,,,0.7079,,0.7245,,,,,11031.863636,6418.554386,PrivacySuppressed,PrivacySuppressed,,,,,,,0.9514705882,0.0253,0.9747
4926,Professional Electrical School Inc,Manati,PR,00674,Accrediting Commission of Career Schools and Colleges,1,1,1,3,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,11926.0,,,,,,0.6154,,0.6316,,,,,12546.12963,18521.468085,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1.0,0.0
4927,Midwestern University-Glendale,Glendale,AZ,85308,North Central Association of Colleges and Schools The Higher Learning Commission,2,4,4,2,6,25.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11288.0,0.9295,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,10,13,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
4928,Oregon Coast Community College,Newport,OR,97366,Northwest Commission on Colleges and Universities,2,1,2,1,8,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,13068.0,,3816.0,7956.0,5749.0,0.1304,,0.0968,,0.1299,,,,,42964.976215,18614.19598,8575,7834,8599,7086,4493,5697,2501,3771,0.5500596738,0.3442,0.6558
4929,Le Cordon Bleu College of Culinary Arts-Pasadena,Pasadena,CA,91101,,1,2,2,3,8,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,20138.0,,13975.0,13975.0,4313.0,,,0.5506,,0.5908,,,,,47271.193662,18584.397174,15413.5,14588,7297,2212,1601,2294,986,1084,0.4680497925,0.5079,0.4921
4930,Gwinnett College-Sandy Springs,Sandy Springs,GA,30328,Accrediting Commission of Career Schools and Colleges,1,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,17502.0,,,,,,0.6538,,0.6177,,,,,62460.727273,22128.325926,9500,9500,184,34,40,167,41,154,0.869047619,0.1667,0.8333
4931,Lincoln Technical Institute-Brockton,Brockton,MA,02301-1818,Accrediting Council for Independent Colleges and Schools,13,1,1,3,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,,20112.0,,,,,,0.6932,,0.6925,,,,,35446.742203,17610.641394,9304,8963.5,5356,1316,1794,5788,1309,4042,0.7470341078,0.1258,0.8742
4932,Mildred Elley-Pittsfield Campus,Pittsfield,MA,01201-5300,Accrediting Council for Independent Colleges and Schools,3,1,1,3,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,23602.0,,12519.0,12519.0,,,,0.6111,,0.5586,,,,,27304.419729,16544.580771,9485,6792,2312,363,228,1096,168,750,0.8924173688,0.1004,0.8996
4933,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,32114-3900,Southern Association of Colleges and Schools Commission on Colleges,2,3,4,2,5,28.0,5.0,12.0,,0.6571,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9666.0,21900.0,,8520.0,8520.0,6023.0,0.1727,0.2726,,0.2535,,0.2344,0.1923,0.25,0.125,83733.25673,33257.196067,14981,12500,700,3450,3121,645,2832,607,0.1777327251,0.8875,0.1125
4934,Computer Systems Institute,Skokie,IL,60077,,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2969.0,,22527.0,,,,,,0.6609999999999999,,0.6488,,,,,22325.136182,9997.9529938,9169,8495,2066,752,681,1168,128,250,0.7602523659,0.3665,0.6335
4935,Merkaz Bnos-Business School,Brooklyn,NY,11214,Middle States Commission on Secondary Education,1,1,1,2,2,-3.0,-2.0,-2.0,80.0,0.9302,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,,27406.0,,,,,,0.7098,,0.7577,,,,,26174.2,14749.075862,PrivacySuppressed,PrivacySuppressed,,,,,,,0.9125,0.1268,0.8732
4936,Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,10019,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,10350.0,,,,,,0.8889,,0.7288,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0,1.0
4937,ITT Technical Institute-Webster,Webster,TX,77598,,135,2,3,3,6,10.0,10.0,6.0,,0.884,,,,,,,,,,,,,,,,,,,,,,,0.3636,0.0,0.4266,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,364.0,28043.0,,18048.0,18048.0,4713.0,0.0732,0.4301,,0.4155,,0.4286,0.2941,0.4839,0.5,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.772,0.228
4938,CET-Alexandria,Alexandria,VA,22312,Council on Occupational Education,14,1,1,2,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,,,,,0.7436,,0.8261,,,,,25893.525223,12271.552385,5131,5500,1748,2362,2191,1661,1538,1414,0.3538806388,0.9444,0.0556
4939,CET-Durham,Durham,NC,27701,Council on Occupational Education,14,1,1,2,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,,17878.0,,,,,,0.6075,,0.7024,,,,,25893.525223,12271.552385,5131,5500,1748,2362,2191,1661,1538,1414,0.3538806388,0.3902,0.6098
4940,Aviation Institute of Maintenance-Chesapeake,Chesapeake,VA,23320,Accrediting Commission of Career Schools and Colleges,1,1,1,3,5,10.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,29958.0,,17997.0,17997.0,,,,0.6304,,0.4902,,,,,46369.415385,23278.091346,14422,16000,42,409,325,34,289,33,0.0915750916,0.9286,0.0714
4941,Centura College-Richmond Main,Richmond,VA,23235-5250,Accrediting Commission of Career Schools and Colleges,1,1,2,3,5,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,30200.0,,16337.0,16337.0,3667.0,,,0.8889,,0.8163,,,,,21734.670213,16563.782443,9500,6333,580,95,138,703,94,450,0.9157303371,0.0541,0.9459
4942,Technical Education Center-Osceola,Kissimmee,FL,34744,Council on Occupational Education,3,1,1,1,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,,12819.0,,,,,,0.6097,,0.6464,,,,,24077.255144,15698.972477,PrivacySuppressed,PrivacySuppressed,,,,,,,0.550877193,0.4601,0.5399
4943,Miami Ad School-Wynwood,Miami,FL,33127,Council on Occupational Education,4,1,1,3,5,10.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,,,19400.0,19400.0,,,,,,,,,,,118632.37143,24463.293651,16500,16500,127,135,127,114,124,108,0.4844720497,0.4236,0.5764
4944,Green Country Technology Center,Okmulgee,OK,74447,Oklahoma State Board of Career and Technology Education,1,1,1,1,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.1314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,,15684.0,,,,,,0.8667,,0.8657,,,,,27409.642857,14369.865672,PrivacySuppressed,PrivacySuppressed,,,,,,,0.5263157895,0.5139,0.4861
4945,Nova College de Puerto Rico,Bayamon,PR,00960,Accrediting Commission of Career Schools and Colleges,1,1,1,3,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,,9334.0,,,,,,0.459,,0.4254,,,,,7105,2242.5693431,PrivacySuppressed,PrivacySuppressed,,,,,,,0.7146067416,0.2324,0.7676
4946,Styles and Profiles Beauty College,Selmer,TN,38375,,1,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,7118.0,,,,,,0.9286,,0.8378,,,,,17051.454545,17034.791667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.04,0.96
4947,John Wesley International Barber and Beauty College,Long Beach,CA,90813,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,8,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,14181.0,,,,,,0.6364,,0.6053,,,,,16904.333333,6429.5851064,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,46,14,0.2957746479,0.7,0.3
4948,Platt College-Lawton,Lawton,OK,73501,Accrediting Commission of Career Schools and Colleges,9,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,,25633.0,,,2734.0,0.8333,,0.6,,0.5629,,,,,32826.64878,17985.324249,9339,7667,1773,467,490,2108,325,1830,0.464067553,0.0822,0.9178
4949,Southeastern College-West Palm Beach,West Palm Beach,FL,33411,Accrediting Commission of Career Schools and Colleges,5,2,2,3,5,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,32771.0,,17584.0,17584.0,4849.0,0.4585,,0.7755,,0.5114,,,,,31589.239544,20525.64342,13000,14439,1720,566,392,1510,209,960,0.8333333333,0.2192,0.7808
4950,Ottawa University-Milwaukee,Brookfield,WI,53005,North Central Association of Colleges and Schools The Higher Learning Commission,5,3,4,2,3,22.0,5.0,6.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,,,,,,,,,,,,,,,64161.172147,37441.636449,14137.5,12500,1663,772,633,1338,554,1091,0.6351522843,0.2611,0.7389
4951,Argosy University-Tampa,Tampa,FL,33607,Western Association of Schools and Colleges Senior Colleges and University Commission,28,3,4,3,5,20.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,,,13560.0,13560.0,5474.0,0.25,1.0,,0.4285,,,,1.0,,44595.472902,16024.064843,11507.5,12500,15370,6228,2510,7352,480,2224,0.6309423643,0.3841,0.6159
4952,The Illinois Institute of Art-Schaumburg,Schaumburg,IL,60173-4913,North Central Association of Colleges and Schools The Higher Learning Commission,4,3,3,3,3,30.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,30619.0,,17485.0,17485.0,5434.0,0.2535,0.4343,,0.477,,0.4384,0.2857,0.3571,,40921.421421,14280.958008,15790,14977,3585,2863,2509,3129,1526,2144,0.5340041638,0.5197,0.4803
4953,Cambria-Rowe Business College-Indiana,Indiana,PA,15701,,3,2,2,3,2,10.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,22087.0,,14560.0,14560.0,2912.0,,,0.7429,,0.7234,,,,,37067.84375,14276.809917,13000,9834,260,69,77,290,60,276,0.7741935484,0.1975,0.8025
4954,Klamath Community College,Klamath Falls,OR,97603-7121,Northwest Commission on Colleges and Universities,1,1,2,1,8,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0,10354.0,,3687.0,6495.0,5580.0,1.0,,0.271,,0.1934,,,,,35733.632727,18289.361781,8138,8196.5,692,618,349,526,140,265,0.5626535627,0.4698,0.5302
4955,The Art Institute of Phoenix,Phoenix,AZ,85021-2859,Accrediting Council for Independent Colleges and Schools,32,3,3,3,6,30.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,29258.0,,17412.0,17412.0,4889.0,0.2816,0.3354,,0.3408,,0.5185,0.5,0.6579,,36489.496908,16279.058555,13547,12391.5,22743,8954,2410,4910,536,783,0.700423655,0.5025,0.4975
4956,Aerosim Flight Academy,Sanford,FL,32773,Accrediting Commission of Career Schools and Colleges,1,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,,95165.0,,,,,,0.2308,,0.2903,,,,,57840.917526,28953.6,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,0.9631,0.0369
4957,American College of Acupuncture and Oriental Med,Houston,TX,77063-4104,Southern Association of Colleges and Schools Commission on Colleges,1,4,4,3,6,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4583.0,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
4958,AOMA Graduate School of Integrative Medicine,Austin,TX,78745,Southern Association of Colleges and Schools Commission on Colleges,1,4,4,3,6,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4151.0,0.3143,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
4959,Arlington Medical Institute,Arlington,TX,76006-2317,,1,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,29156.0,,,,,,0.7465,,0.7652,,,,,40846.75,18881.596491,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1296,0.8704
4960,Urban College of Boston,Boston,MA,02111-1093,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,2,2,2,1,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,17764.0,,7124.0,7124.0,4583.0,,,1.0,,0.5384,,,,,17208.354839,17395.685662,PrivacySuppressed,PrivacySuppressed,,,,,,,0.96,0.0426,0.9574
4961,ITT Technical Institute-Henderson,Henderson,NV,89074,,135,2,3,3,8,28.0,10.0,6.0,,0.9556,,,,,,,,,,,,,,,,,,,,,,,0.3543,0.0,0.3543,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,345.0,27791.0,,18048.0,18048.0,6238.0,0.0571,0.2372,,0.2297,,0.2326,0.2188,0.1667,0.3529,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.7884,0.2116
4962,Colorado Technical University-Greenwood Village,Aurora,CO,80014,North Central Association of Colleges and Schools The Higher Learning Commission,6,3,4,3,7,19.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,22376.0,,11661.0,11661.0,6452.0,,0.1429,,0.2198,,0.2,0.3333,0.2222,,29259.044638,19357.324699,9500,9500,24140,10343,10523,21730,9378,15969,0.6497461929,0.6137,0.3863
4963,Branford Hall Career Institute-Windsor Campus,Windsor,CT,06095,Accrediting Council for Independent Colleges and Schools,8,1,1,3,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,,26853.0,,,,,,0.6443,,0.6137,,,,,35717.776316,15211.778427,8278,8636,3802,1662,1657,4419,844,3328,0.6864971612,0.3105,0.6895
4964,Golf Academy of America-Orlando,Apopka,FL,32703,Accrediting Council for Independent Colleges and Schools,33,2,2,3,5,10.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,26900.0,,17150.0,17150.0,4479.0,,,0.84,,0.8889,,,,,27080.959511,15231.691244,12409,9500,22964,5056,4242,18078,2260,8531,0.7749102035,0.9837,0.0163
4965,Golf Academy of America-Phoenix,Chandler,AZ,85225,Accrediting Council for Independent Colleges and Schools,33,2,2,3,6,10.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,26900.0,,17150.0,17150.0,4407.0,,,0.7857,,0.871,,,,,27080.959511,15231.691244,12409,9500,22964,5056,4242,18078,2260,8531,0.7749102035,0.958,0.042
